Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Rhopalidae							0.009	NA	0.059	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Nabidae							0.007	NA	0.059	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Tingidae							0.013	NA	0.059	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Homoptera								0.63	NA	1	NA	34	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Homoptera	Cercopidae							0.019	NA	0.059	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Homoptera	Cicadellidae							0.088	NA	0.471	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Homoptera	Psyllidae							0.521	NA	0.941	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Coleoptera									0.112	NA	0.794	NA	34	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Coleoptera		Coccinellidae							0.008	NA	0.059	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hymenoptera									0.034	NA	0.412	NA	34	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae							0.03	NA	0.353	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hymenoptera		Other wasps							0.004	NA	0.118	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Lepidoptera									0.029	NA	0.177	NA	34	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Lepidoptera						Larvae			0.026	NA	0.177	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Lepidoptera						Moth			0.002	NA	0.029	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Diptera									0.022	NA	0.147	NA	34	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Orange-crowned warbler	Oreothlypis celata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Plantae									Fruit			0.121	NA	0.794	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Arachnida	Araneida									0.024	NA	0.111	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera								0.051	NA	0.444	NA	36	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Nabidae							0.011	NA	0.083	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Berytidae							0.012	NA	0.056	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Tingidae							0.005	NA	0.056	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Homoptera								0.616	NA	0.972	NA	36	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Homoptera	Cercopidae							0.009	NA	0.056	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Homoptera	Cicadellidae							0.154	NA	0.806	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Homoptera	Psyllidae							0.452	NA	0.944	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Coleoptera									0.095	NA	0.75	NA	36	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Coleoptera		Coccinellidae							0.031	NA	0.194	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hymenoptera									0.148	NA	0.694	NA	36	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae							0.21	NA	0.583	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hymenoptera		Other wasps							0.027	NA	0.472	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Lepidoptera						Larvae			0.004	NA	0.028	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Diptera									0.004	NA	0.389	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow warbler	Setophaga petechia	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Plantae									Fruit			0.072	NA	0.694	NA	36	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow-rumped warbler	Setophaga coronata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Arachnida	Araneida									0.025	NA	0.117	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow-rumped warbler	Setophaga coronata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera								0.036	NA	0.353	NA	34	NA	NA	stomach contents	"Fraction occurrence is occurrence of whole order or sub-order, not broken down by family"		"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow-rumped warbler	Setophaga coronata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Pentatomidae							NA	NA	NA	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
Yellow-rumped warbler	Setophaga coronata	Parulidae	"AOU 7th ed., 54th supplement"	-116.0833333	43.6	NA	1845	NA	"Boise, Ada County, Idaho"	Lucky Peak	"Conifer forest, mountain shrubland, and shrubsteppe"	NA	2000	NA	2003	fall	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera	Berytidae							0.013	NA	0.059	NA	34	NA	NA	stomach contents			"Carlisle, et al. 2012. Food Availability, Foraging Behavior, and Diet of Autumn Migrant Landbirds in the Boise Foothills of Southwestern Idaho. The Condor 114(3):449-461"
